,Track Name,Artist,URL,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
8385,Let Me Love You,Mario,https://open.spotify.com/track/5xV0Czdqefft6sPDqjmFBu,5xV0Czdqefft6sPDqjmFBu,0.169,0.681,249093,0.586,0.0,7,0.0924,-8.324,0,0.058,94.539,4,0.604
8386,Smack That - Dirty,Akon,https://open.spotify.com/track/2kQuhkFX7uSVepCD3h29g5,2kQuhkFX7uSVepCD3h29g5,0.292,0.937,212360,0.738,0.0,5,0.106,-5.301,0,0.0478,118.994,4,0.911
8387,X Gon' Give It To Ya,DMX,https://open.spotify.com/track/4tXA1TUmKvz7CbUT9LUHDx,4tXA1TUmKvz7CbUT9LUHDx,0.0139,0.769,217587,0.899,0.0,10,0.0681,-3.104,0,0.165,95.058,4,0.641
8388,Golden Slumbers,Elbow,https://open.spotify.com/track/0TRdsacIspVzNiMLYI4XAc,0TRdsacIspVzNiMLYI4XAc,0.902,0.497,144387,0.132,0.0,0,0.103,-11.953,1,0.0265,82.006,4,0.239
8389,Ain't Nobody,Rufus,https://open.spotify.com/track/53Za5vyGc1x7GxgJVRjRKc,53Za5vyGc1x7GxgJVRjRKc,0.216,0.808,285573,0.623,0.000396,10,0.0782,-15.805,0,0.0463,104.299,4,0.767
8390,At the River,Groove Armada,https://open.spotify.com/track/0swtEAC2p8JBiMMryK8Jdh,0swtEAC2p8JBiMMryK8Jdh,0.0236,0.698,393360,0.504,0.594,8,0.191,-8.496,1,0.0276,136.016,4,0.452
8391,Aladdin,Not3s,https://open.spotify.com/track/4YB8dpiUb1WSF7t1vOAYE1,4YB8dpiUb1WSF7t1vOAYE1,0.0685,0.573,233173,0.593,0.0,9,0.174,-7.307,0,0.32,104.921,4,0.579
8392,My Lover,Not3s,https://open.spotify.com/track/3yZEMDt7gMEmM5KQNY9eby,3yZEMDt7gMEmM5KQNY9eby,0.0453,0.864,192440,0.587,5.99e-06,6,0.076,-6.402,0,0.157,106.063,4,0.594
8393,It’s A Beautiful World,Noel Gallagher's High Flying Birds,https://open.spotify.com/track/0tuZcCeoFzcTfndSUvInbJ,0tuZcCeoFzcTfndSUvInbJ,0.149,0.511,317293,0.922,0.812,5,0.4,-4.207,1,0.0423,133.021,4,0.52
8394,Addison Lee (Peng Ting Called Maddison),Not3s,https://open.spotify.com/track/2qVZkPB3oLWsYyuGwSqsbN,2qVZkPB3oLWsYyuGwSqsbN,0.73,0.578,179453,0.612,0.0,9,0.0879,-6.261,0,0.436,134.242,5,0.487
8395,100 Degrees,Not3s,https://open.spotify.com/track/5A7ZFGkS4m8nNKwoI6MHYZ,5A7ZFGkS4m8nNKwoI6MHYZ,0.417,0.67,198467,0.642,4.65e-05,0,0.123,-5.912,0,0.165,101.667,4,0.783
8396,Kings and Queens,Paloma Faith,https://open.spotify.com/track/7aMyknNPvhmF89ZUSNd0J4,7aMyknNPvhmF89ZUSNd0J4,0.00547,0.687,231867,0.723,0.00382,7,0.22,-3.293,1,0.0358,123.995,4,0.669
8397,Wake Up Alone,Amy Winehouse,https://open.spotify.com/track/4u83mwF5tUuWlXS86UOXdu,4u83mwF5tUuWlXS86UOXdu,0.542,0.384,221200,0.527,0.0,11,0.156,-5.294,0,0.0269,100.73,3,0.222
8398,99 + 1,Not3s,https://open.spotify.com/track/5lKkze5QJRoAx3vkdiw7VR,5lKkze5QJRoAx3vkdiw7VR,0.413,0.612,175120,0.802,0.0,1,0.119,-5.162,0,0.466,100.808,4,0.885
8399,Rolling in the Deep,Adele,https://open.spotify.com/track/1CkvWZme3pRgbzaxZnTl5X,1CkvWZme3pRgbzaxZnTl5X,0.131,0.729,228293,0.756,0.0,8,0.0527,-5.119,1,0.0294,104.945,4,0.522
8400,Stop,Spice Girls,https://open.spotify.com/track/3FteycP8CaXS1MhjcXekVT,3FteycP8CaXS1MhjcXekVT,0.287,0.722,204800,0.845,0.0,2,0.0562,-4.446,0,0.0308,130.13,4,0.965
8401,Bootylicious,Destiny's Child,https://open.spotify.com/track/31CsLSgn0HdZEVC8Bnnmvr,31CsLSgn0HdZEVC8Bnnmvr,0.00247,0.835,207733,0.833,0.0,1,0.171,-4.364,0,0.284,103.358,4,0.586
8402,Steal My Girl,One Direction,https://open.spotify.com/track/2Bs4jQEGMycglOfWPBqrVG,2Bs4jQEGMycglOfWPBqrVG,0.00433,0.536,228133,0.768,0.0,10,0.114,-5.948,0,0.0347,77.217,4,0.545
8403,Doo Wop (That Thing),Ms. Lauryn Hill,https://open.spotify.com/track/2Uu8IiLkLY0UXhCHka4Dlr,2Uu8IiLkLY0UXhCHka4Dlr,0.0393,0.535,320267,0.505,0.0,2,0.0923,-8.926,0,0.245,99.935,4,0.495
8404,She Taught Me How To Fly,Noel Gallagher's High Flying Birds,https://open.spotify.com/track/6uNT5gGBOqbR59ds7K1oKM,6uNT5gGBOqbR59ds7K1oKM,5.18e-05,0.395,302213,0.876,0.517,7,0.283,-5.236,1,0.0453,133.981,4,0.258
8405,Is Your Love Enough?,Little Mix,https://open.spotify.com/track/6W6ijKiufUsBBcgJPKis6T,6W6ijKiufUsBBcgJPKis6T,0.00642,0.762,224600,0.854,1.11e-06,0,0.131,-2.757,0,0.0818,105.969,4,0.615
8406,Holy Mountain,Noel Gallagher's High Flying Birds,https://open.spotify.com/track/62itIMli1jJNDslQLOAvos,62itIMli1jJNDslQLOAvos,5.9e-06,0.429,234880,0.975,0.684,1,0.573,-3.992,1,0.0416,137.007,4,0.745
8407,Keep On Reaching,Noel Gallagher's High Flying Birds,https://open.spotify.com/track/2dvIMcqdrzlJRAVgk5QIrI,2dvIMcqdrzlJRAVgk5QIrI,0.000514,0.41,204853,0.923,0.00599,2,0.0478,-3.996,0,0.0856,95.82,4,0.306
8408,Fort Knox,Noel Gallagher's High Flying Birds,https://open.spotify.com/track/2iNuT2ufGMS2SkXwwaP0JV,2iNuT2ufGMS2SkXwwaP0JV,3.88e-06,0.238,238027,0.92,0.0426,6,0.451,-5.293,1,0.0649,180.039,4,0.312
8409,It’s A Beautiful World,Noel Gallagher's High Flying Birds,https://open.spotify.com/track/1TDyj7ycmCkBlOJOnzcQIS,1TDyj7ycmCkBlOJOnzcQIS,0.149,0.508,317293,0.923,0.795,5,0.408,-4.226,1,0.0433,133.02,4,0.529
8410,"Bad (feat. Yungen, MoStack, Mr Eazi & Not3s)",Steel Banglez,https://open.spotify.com/track/5vySkXA0v40CDwofIvhc1Y,5vySkXA0v40CDwofIvhc1Y,0.446,0.569,204832,0.821,0.0,11,0.106,-4.84,0,0.226,103.45,4,0.827
8411,Be Careful What You Wish For,Noel Gallagher's High Flying Birds,https://open.spotify.com/track/3dqRbgChWyQIIG0gM65cDM,3dqRbgChWyQIIG0gM65cDM,0.187,0.527,340413,0.736,0.0146,7,0.1,-6.257,1,0.0263,80.994,4,0.489
8412,"Dead In The Water - Live At RTÉ 2FM Studios, Dublin",Noel Gallagher's High Flying Birds,https://open.spotify.com/track/3QZoCVtNq15Nj39I2CtLRz,3QZoCVtNq15Nj39I2CtLRz,0.862,0.352,321693,0.469,8.07e-06,7,0.444,-7.135,0,0.0351,177.554,4,0.285
8413,Black & White Sunshine,Noel Gallagher's High Flying Birds,https://open.spotify.com/track/4taEtiItWLpuYWZ6AzWCIh,4taEtiItWLpuYWZ6AzWCIh,2.37e-05,0.412,221587,0.908,1.05e-05,10,0.112,-3.01,1,0.0529,127.026,4,0.359
8414,The Man Who Built The Moon,Noel Gallagher's High Flying Birds,https://open.spotify.com/track/47OwCo3y1d58SAy2pqAzEv,47OwCo3y1d58SAy2pqAzEv,0.00307,0.349,268453,0.85,8.56e-05,5,0.128,-4.223,0,0.0363,144.136,4,0.436
8415,If Love Is The Law,Noel Gallagher's High Flying Birds,https://open.spotify.com/track/2VeFSBTd6gnXUzXc2xlU5s,2VeFSBTd6gnXUzXc2xlU5s,0.0612,0.458,205293,0.868,0.000577,10,0.145,-6.706,1,0.0632,118.02,4,0.327
8416,Golden Slumbers,Elbow,https://open.spotify.com/track/0utmdWlASIwluTxMGFvgXh,0utmdWlASIwluTxMGFvgXh,0.902,0.487,144387,0.13,0.0,0,0.102,-11.955,1,0.0266,82.105,4,0.279
8417,Interlude (Wednesday Part 1),Noel Gallagher's High Flying Birds,https://open.spotify.com/track/1BTAecZDBwjzRwcgWLzuhM,1BTAecZDBwjzRwcgWLzuhM,0.194,0.525,130480,0.555,0.952,3,0.11,-7.457,0,0.0293,84.015,4,0.592
8418,She Taught Me How To Fly,Noel Gallagher's High Flying Birds,https://open.spotify.com/track/6dGHaiBefW7C2BUBG7AMAN,6dGHaiBefW7C2BUBG7AMAN,6.38e-05,0.392,302213,0.839,0.494,7,0.32,-5.289,1,0.0445,133.949,4,0.285
8419,Holy Mountain,Noel Gallagher's High Flying Birds,https://open.spotify.com/track/1w0mBplHPU8Sbv2C8mqGOl,1w0mBplHPU8Sbv2C8mqGOl,4.51e-06,0.43,234880,0.974,0.563,1,0.577,-4.04,1,0.0419,137.009,4,0.724
8420,It's A Beautiful World,Noel Gallagher's High Flying Birds,https://open.spotify.com/track/0pp7sDTMISHhzkScolNsVj,0pp7sDTMISHhzkScolNsVj,0.14,0.514,317293,0.915,0.741,5,0.408,-4.263,1,0.0417,133.016,4,0.554
8421,Fort Knox,Noel Gallagher's High Flying Birds,https://open.spotify.com/track/3B0dVIHwWXGsaGh4MfCjWs,3B0dVIHwWXGsaGh4MfCjWs,3.63e-06,0.245,238027,0.917,0.0297,6,0.432,-5.265,1,0.063,180.044,4,0.333
8422,The Last Of The Real Ones,Fall Out Boy,https://open.spotify.com/track/7r8idehyb1p3PZXd7PmsEi,7r8idehyb1p3PZXd7PmsEi,0.00635,0.582,230427,0.891,0.0,8,0.201,-5.239,1,0.0457,115.027,4,0.534
8423,Power,Little Mix,https://open.spotify.com/track/02gj0J38nzyO9lNi9mzi3A,02gj0J38nzyO9lNi9mzi3A,0.0345,0.586,242293,0.865,5.55e-06,7,0.165,-4.092,1,0.319,172.917,4,0.468
8424,Cry Me a River,Justin Timberlake,https://open.spotify.com/track/7Lf7oSEVdzZqTA0kEDSlS5,7Lf7oSEVdzZqTA0kEDSlS5,0.575,0.624,288333,0.653,0.0,8,0.104,-6.582,0,0.176,73.884,4,0.565
8425,"Bump, Bump, Bump",B2K,https://open.spotify.com/track/6FTJuZtQZvmPPRFmrcno9J,6FTJuZtQZvmPPRFmrcno9J,0.0998,0.834,278573,0.685,0.0,1,0.0514,-5.862,0,0.226,95.509,4,0.877
8426,Jingle Bell Rock,The Vamps,https://open.spotify.com/track/7hPtrGqzMOO0KMevkaQnYR,7hPtrGqzMOO0KMevkaQnYR,0.504,0.746,135207,0.552,0.0,4,0.0535,-8.047,0,0.0456,121.024,4,0.876
8427,"Let It Snow, Let It Snow, Let It Snow",Kurt Nilsen,https://open.spotify.com/track/74yQRKUunP1sRjnnMks4SG,74yQRKUunP1sRjnnMks4SG,0.717,0.404,126200,0.475,0.0,5,0.0616,-8.988,1,0.0536,146.827,4,0.655
8428,Stay Another Day,East 17,https://open.spotify.com/track/0QIgxEydF4mfYc9qraBzqT,0QIgxEydF4mfYc9qraBzqT,0.6,0.515,267480,0.452,0.00073,2,0.171,-9.197,1,0.0275,127.801,4,0.456
8429,Christmas (Baby Please Come Home),Olivia Holt,https://open.spotify.com/track/5ZfbW6bwH6bKlsCxpokq8c,5ZfbW6bwH6bKlsCxpokq8c,0.215,0.6,150441,0.847,4.13e-05,3,0.0991,-5.571,1,0.0577,130.983,4,0.712
8430,Last Christmas,Carly Rae Jepsen,https://open.spotify.com/track/34kSAsvs36tXZ8DaiBphUG,34kSAsvs36tXZ8DaiBphUG,0.375,0.723,212453,0.649,5.74e-05,2,0.367,-4.959,1,0.0322,105.995,4,0.547
8431,Barking,Ramz,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2,7amMgNDcObIDkIXv4xcvc2,0.175,0.527,202827,0.465,0.0,7,0.0661,-8.055,0,0.227,137.033,5,0.765
8432,At Christmas,Kylie Minogue,https://open.spotify.com/track/461LN3UXOCqznSTqapFzL0,461LN3UXOCqznSTqapFzL0,0.0767,0.794,226827,0.732,0.0,2,0.0425,-5.618,1,0.045,136.994,4,0.697
8433,Christmas Time (Don't Let The Bells End),The Darkness,https://open.spotify.com/track/3YymcLSyCyyNjLCStcaHys,3YymcLSyCyyNjLCStcaHys,0.00187,0.291,210413,0.921,0.00264,4,0.506,-2.158,1,0.0707,124.09,3,0.373
8434,What Christmas Means To Me,98º,https://open.spotify.com/track/7zxd3J5hMPeLN71VS8vnE4,7zxd3J5hMPeLN71VS8vnE4,0.152,0.509,183800,0.871,0.0,9,0.0533,-5.107,1,0.0519,162.13,4,0.77
8435,I Believe in Father Christmas,Greg Lake,https://open.spotify.com/track/78HLOELYnF1msRggbkZtFq,78HLOELYnF1msRggbkZtFq,0.24,0.39,212107,0.491,3.35e-06,2,0.102,-9.07,1,0.0286,113.705,4,0.445
8436,Frosty the Snowman,The Ronettes,https://open.spotify.com/track/7n5m8nDAnyXo81tr4B3Bcw,7n5m8nDAnyXo81tr4B3Bcw,0.228,0.398,136307,0.879,0.0,7,0.408,-7.584,1,0.0585,72.212,4,0.564
8437,Snow In California,Ariana Grande,https://open.spotify.com/track/6BqE2EzcqW6sNYf7SeGfuN,6BqE2EzcqW6sNYf7SeGfuN,0.256,0.647,206373,0.544,0.0,1,0.346,-5.947,1,0.0446,134.922,4,0.472
8438,Sleigh Ride,Fun,https://open.spotify.com/track/4a0TeZNKWwoLu4C7H6n95D,4a0TeZNKWwoLu4C7H6n95D,0.106,0.555,217000,0.738,0.0,0,0.108,-6.256,1,0.0334,100.023,4,0.352
8439,Favorite Time Of Year,India.Arie,https://open.spotify.com/track/1n43DYeEKWCOrPVDncNtwU,1n43DYeEKWCOrPVDncNtwU,0.306,0.607,185747,0.695,0.0,1,0.12,-6.943,0,0.164,86.942,4,0.33
8440,Dimelo - X Factor Recording,Rak-Su,https://open.spotify.com/track/6pWzEnoUsuiTcp6odVDovx,6pWzEnoUsuiTcp6odVDovx,0.0175,0.698,182400,0.916,0.0,2,0.243,-2.499,1,0.2,100.048,4,0.533
8441,Breathe,Jax Jones,https://open.spotify.com/track/2pBlHD6gNGdQnABWz4bhG2,2pBlHD6gNGdQnABWz4bhG2,0.0257,0.729,207630,0.732,0.000425,11,0.139,-5.514,0,0.0395,125.979,4,0.697
8442,Take On Me,a-ha,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L,2WfaOiMkCvy7F5fcp2zZ8L,0.018,0.573,225280,0.902,0.00125,6,0.0928,-7.638,0,0.054,84.412,4,0.876
8443,Little Lies - Remastered,Fleetwood Mac,https://open.spotify.com/track/4CoSCPlKNrWli7E5kFtbcl,4CoSCPlKNrWli7E5kFtbcl,0.216,0.64,221053,0.649,8.3e-05,2,0.0551,-10.345,1,0.0264,124.825,4,0.865
8444,Touch,Little Mix,https://open.spotify.com/track/6B7op3kK1kFQp4Ck1UZtK5,6B7op3kK1kFQp4Ck1UZtK5,0.032,0.607,213307,0.718,0.0,4,0.403,-4.095,1,0.0978,101.821,4,0.551
8445,My Lover - Remix,Not3s,https://open.spotify.com/track/0A9y4c4dkI68IEnsRGtWil,0A9y4c4dkI68IEnsRGtWil,0.186,0.823,192109,0.581,8.44e-06,6,0.145,-7.111,0,0.259,106.047,4,0.675
8446,Candy Cane Lane,Sia,https://open.spotify.com/track/1NfNdnuFbTgYpRG0z5bHxv,1NfNdnuFbTgYpRG0z5bHxv,0.00366,0.589,212387,0.91,4.87e-05,1,0.0843,-4.206,0,0.0623,130.017,4,0.394
8447,Blue Christmas,Elvis Presley,https://open.spotify.com/track/7upOqYZUQvA0nyVroaHeSg,7upOqYZUQvA0nyVroaHeSg,0.808,0.461,148547,0.608,3.73e-05,4,0.318,-8.906,1,0.0286,95.019,4,0.668
8448,Christmas Time,Christina Aguilera,https://open.spotify.com/track/49k6iIn3ceIhyeFNSQChQh,49k6iIn3ceIhyeFNSQChQh,0.121,0.662,241600,0.844,2.04e-06,1,0.539,-4.897,0,0.0728,99.639,4,0.485
8449,The Perfect Christmas,Daniela Andrade,https://open.spotify.com/track/6OsS4AJQJwc0xejHuneWlo,6OsS4AJQJwc0xejHuneWlo,0.825,0.5,186538,0.256,3.67e-06,11,0.111,-9.65,1,0.0342,128.711,4,0.41
8450,In Dulce Jubilo,Mike Oldfield,https://open.spotify.com/track/1liqdLIh1T4I3qpEOlRZ4k,1liqdLIh1T4I3qpEOlRZ4k,0.379,0.362,171227,0.336,0.0411,0,0.472,-11.237,1,0.039,118.784,4,0.934
8451,Walking In The Air,Aled Jones,https://open.spotify.com/track/6ZJh9aWWT8dQK6xHfgxwey,6ZJh9aWWT8dQK6xHfgxwey,0.842,0.358,206733,0.185,0.0059,2,0.07,-14.487,0,0.0306,98.771,4,0.0956
8452,Found What I've Been Looking For,Tom Grennan,https://open.spotify.com/track/4Hn5Jhz7OAdfTqrKZzN0tf,4Hn5Jhz7OAdfTqrKZzN0tf,0.0322,0.626,193680,0.826,0.0,3,0.065,-4.734,0,0.0286,107.073,4,0.788
8453,Trigger Bang (feat. Giggs),Lily Allen,https://open.spotify.com/track/5f8U3QzmZZrK0BkAeQut2q,5f8U3QzmZZrK0BkAeQut2q,0.185,0.659,212147,0.718,0.0,11,0.111,-5.417,1,0.0502,77.996,4,0.468
8454,I Have Nothing,Whitney Houston,https://open.spotify.com/track/31er9IGsfFbwqy1pH4aiTP,31er9IGsfFbwqy1pH4aiTP,0.576,0.54,289160,0.401,0.0,0,0.164,-10.499,1,0.0364,152.974,3,0.24
8455,Stay Another Day,East 17,https://open.spotify.com/track/4wYCe9tSmUolNU4WmJKbZy,4wYCe9tSmUolNU4WmJKbZy,0.578,0.524,267133,0.489,0.000624,2,0.186,-7.828,1,0.0274,127.768,4,0.443
8456,Then,Anne-Marie,https://open.spotify.com/track/2EGJB8bDbbxtvSgJQLwqK7,2EGJB8bDbbxtvSgJQLwqK7,0.441,0.543,214472,0.541,0.0,2,0.106,-5.164,0,0.123,112.308,3,0.378
8457,Wavey,CLiQ,https://open.spotify.com/track/5KvRFKrsapVHYNzoM7rDUw,5KvRFKrsapVHYNzoM7rDUw,0.162,0.837,164885,0.769,0.000251,7,0.227,-6.045,1,0.22,122.948,4,0.681
8458,Rockin' Robin,Michael Jackson,https://open.spotify.com/track/63gcHyuhAC8G2C0bVQUOJI,63gcHyuhAC8G2C0bVQUOJI,0.245,0.628,154840,0.712,0.000104,10,0.283,-8.191,1,0.136,173.195,4,0.968
8459,A Spaceman Came Travelling,Chris de Burgh,https://open.spotify.com/track/0g02kBdq3iWI4HNArqEgBe,0g02kBdq3iWI4HNArqEgBe,0.68,0.339,311573,0.218,0.000374,2,0.0871,-15.88,0,0.0356,99.77,4,0.0691
8460,Baby It's Cold Outside,Ella Fitzgerald,https://open.spotify.com/track/3Nx6iu7XpzWL1QMPRJKzqL,3Nx6iu7XpzWL1QMPRJKzqL,0.929,0.768,163707,0.0797,0.0,10,0.125,-13.645,1,0.0563,113.261,4,0.607
8461,Christmas Wrapping,The Waitresses,https://open.spotify.com/track/4aYEesIDVDyZqg88cmAbnJ,4aYEesIDVDyZqg88cmAbnJ,0.125,0.738,324733,0.803,0.0,9,0.068,-7.619,1,0.0886,115.557,4,0.839
8462,Here Comes Santa Claus,Bob B. Soxx & The Blue Jeans,https://open.spotify.com/track/0BZADNTotC07pQ6PFGRLGS,0BZADNTotC07pQ6PFGRLGS,0.719,0.45,123747,0.848,4.47e-06,9,0.461,-5.763,1,0.0417,162.983,4,0.691
8463,Santa Claus Is Coming to Town,The Crystals,https://open.spotify.com/track/2lT2w8qVNDUAzrdO4yCdxE,2lT2w8qVNDUAzrdO4yCdxE,0.885,0.418,204000,0.831,0.00188,7,0.345,-7.462,1,0.087,77.934,4,0.254
8464,Deck The Halls,Nat King Cole,https://open.spotify.com/track/0yOLhQVpava7cJhVDbCvSh,0yOLhQVpava7cJhVDbCvSh,0.66,0.638,69000,0.409,0.0,9,0.0643,-9.882,1,0.0385,107.216,4,0.968
8465,Christmas Time (Don’t Let The Bells End),The Darkness,https://open.spotify.com/track/6GTlYv5HcboHQH3G7dShMf,6GTlYv5HcboHQH3G7dShMf,0.0599,0.496,209413,0.906,3.2e-05,4,0.726,-2.144,1,0.0518,123.974,3,0.405
8466,I Saw Mommy Kissing Santa Claus,The Jackson 5,https://open.spotify.com/track/3lkYS3iMpWMVpaJ0yJAFrJ,3lkYS3iMpWMVpaJ0yJAFrJ,0.343,0.569,181200,0.598,4.49e-05,3,0.765,-11.492,1,0.0622,129.196,4,0.658
8467,"Main Title from Home Alone (""Somewhere in My Memory"") - Voice",John Williams,https://open.spotify.com/track/6FxCPvx8Ovm9y77DO6vuy5,6FxCPvx8Ovm9y77DO6vuy5,0.969,0.15,294133,0.0577,0.363,2,0.0873,-21.255,1,0.0362,71.564,4,0.0701
8468,Christmas Lights - Live From Spotify London,Coldplay,https://open.spotify.com/track/4QVdnpSO5JGMFOEl6ys4RQ,4QVdnpSO5JGMFOEl6ys4RQ,0.207,0.295,268521,0.496,0.000396,7,0.858,-9.478,1,0.0327,132.062,4,0.224
8469,Silent Night,Bing Crosby,https://open.spotify.com/track/2JwJqDEqC5IPl5bN3klNHD,2JwJqDEqC5IPl5bN3klNHD,0.966,0.157,156893,0.154,0.515,8,0.138,-15.016,1,0.0337,84.807,4,0.219
8470,Christmas In Hollis,Run–D.M.C.,https://open.spotify.com/track/41onDks2UPbyjer5fMeUWf,41onDks2UPbyjer5fMeUWf,0.00463,0.819,178613,0.702,0.000207,11,0.101,-6.129,0,0.251,95.094,4,0.573
8471,A Winter's Tale,David Essex,https://open.spotify.com/track/0KIxURk1JUhsf0UC7OgTbA,0KIxURk1JUhsf0UC7OgTbA,0.471,0.631,250827,0.36,0.000111,5,0.147,-13.843,1,0.0266,98.059,4,0.439
8472,Ave Maria,Michael Bublé,https://open.spotify.com/track/3tAg5SGPaQmXuLdYlsp7QI,3tAg5SGPaQmXuLdYlsp7QI,0.956,0.204,240227,0.157,0.0117,5,0.125,-12.147,1,0.0327,80.574,5,0.0668
8473,Frosty The Snowman (feat. The Puppini Sisters) - Bonus Track,Michael Bublé,https://open.spotify.com/track/7zM2BFbA4QJjo3vwqp78ym,7zM2BFbA4QJjo3vwqp78ym,0.661,0.49,160507,0.591,0.0,10,0.249,-4.838,1,0.0515,147.381,4,0.829
8474,Silver Bells (feat. Naturally 7) - Bonus Track,Michael Bublé,https://open.spotify.com/track/3pRTjSYlsfL3hqG43VolZl,3pRTjSYlsfL3hqG43VolZl,0.91,0.435,187893,0.199,0.0,7,0.101,-10.437,1,0.0294,98.127,3,0.428
8475,The Christmas Song,Michael Bublé,https://open.spotify.com/track/3bKhNmXT3MmMfmrUzhvR7y,3bKhNmXT3MmMfmrUzhvR7y,0.872,0.226,258733,0.17,0.000119,2,0.102,-12.614,0,0.0336,163.863,5,0.162
8476,I Saw Mommy Kissing Santa Claus,The Ronettes,https://open.spotify.com/track/0EwuAHdON2ma8UBa7Flpee,0EwuAHdON2ma8UBa7Flpee,0.186,0.311,157613,0.664,7.46e-06,9,0.129,-8.179,1,0.0377,146.293,4,0.356
8477,Christmas Wrapping (Single Edit),The Waitresses,https://open.spotify.com/track/0YJ7VvNTbPGRSZjFeUCdxr,0YJ7VvNTbPGRSZjFeUCdxr,0.00585,0.525,271756,0.878,0.000245,9,0.431,-6.595,1,0.129,115.291,4,0.746
8478,Sleigh Ride,Ella Fitzgerald,https://open.spotify.com/track/79a2ejVzj2SpXkpWdfv1Co,79a2ejVzj2SpXkpWdfv1Co,0.777,0.485,175987,0.297,0.0,1,0.124,-12.332,1,0.0794,154.639,4,0.622
8479,All Alone On Christmas,Darlene Love,https://open.spotify.com/track/6KkhOgSDGhkAmHehorJQ2V,6KkhOgSDGhkAmHehorJQ2V,0.0215,0.596,244360,0.913,0.0,9,0.455,-5.688,1,0.0356,122.233,4,0.784
8480,J5 Christmas Medley,The Jackson 5,https://open.spotify.com/track/1qMFPGEDGw8RhHMcyaGoIi,1qMFPGEDGw8RhHMcyaGoIi,0.289,0.508,239467,0.796,0.0,5,0.113,-4.25,1,0.0463,124.792,4,0.808
8481,Is This Christmas? - Radio Edit,The Wombats,https://open.spotify.com/track/5gWJr20lfpkdmUh9wo7V1W,5gWJr20lfpkdmUh9wo7V1W,0.00363,0.309,217467,0.888,0.0,7,0.197,-4.853,1,0.133,159.853,4,0.461
8482,Let It Snow,She & Him,https://open.spotify.com/track/7Al57JVDx4Cgj0KMDxJNKF,7Al57JVDx4Cgj0KMDxJNKF,0.9,0.633,132453,0.221,0.00318,7,0.105,-12.029,1,0.0368,123.905,4,0.435
8483,Do You Want to Build a Snowman?,Kristen Bell,https://open.spotify.com/track/2yi7HZrBOC4bMUSTcs4VK6,2yi7HZrBOC4bMUSTcs4VK6,0.85,0.359,206507,0.121,0.00028,3,0.255,-15.512,1,0.0481,146.271,3,0.151
8484,Shout Out to My Ex,Little Mix,https://open.spotify.com/track/2OtCtGugQwH066hxpaRNwU,2OtCtGugQwH066hxpaRNwU,0.0316,0.774,246240,0.739,5.95e-06,0,0.119,-4.022,1,0.0952,126.002,4,0.823
8485,Jumanji,B Young,https://open.spotify.com/track/1ElwfSSy6PJ34c2zknFLRd,1ElwfSSy6PJ34c2zknFLRd,0.279,0.791,173154,0.473,0.0,10,0.0959,-9.86,0,0.25,95.948,4,0.603
8486,No More Sad Songs,Little Mix,https://open.spotify.com/track/1NXDq5UBby80GsRNjGXVwE,1NXDq5UBby80GsRNjGXVwE,0.0777,0.709,225200,0.779,7.47e-06,7,0.306,-3.534,0,0.0464,102.024,4,0.701
8487,Everywhere - Remastered,Fleetwood Mac,https://open.spotify.com/track/254bXAqt3zP6P50BdQvEsq,254bXAqt3zP6P50BdQvEsq,0.258,0.73,226653,0.487,0.01,4,0.0852,-10.991,1,0.0303,114.965,4,0.731
8488,Dance Wiv Me,Dizzee Rascal,https://open.spotify.com/track/2Slm8U9Ql1TlzHMC7gOCec,2Slm8U9Ql1TlzHMC7gOCec,0.0488,0.885,204093,0.745,0.0,11,0.164,-4.362,1,0.0448,112.005,4,0.778
8489,Le Freak,CHIC,https://open.spotify.com/track/28NBmftocOzTPEb6OYA9fW,28NBmftocOzTPEb6OYA9fW,0.0453,0.867,327573,0.746,0.0,7,0.123,-7.445,1,0.0475,118.616,4,0.933
8490,I'm Gonna Be (500 Miles),The Proclaimers,https://open.spotify.com/track/67iAlVNDDdddxqSD2EZhFs,67iAlVNDDdddxqSD2EZhFs,0.151,0.851,219467,0.551,0.0,4,0.0827,-5.177,1,0.0396,131.922,4,0.807
8491,Jump Around,House Of Pain,https://open.spotify.com/track/3TZwjdclvWt7iPJUnMpgcs,3TZwjdclvWt7iPJUnMpgcs,0.0113,0.854,214947,0.71,8.72e-05,4,0.166,-6.32,0,0.0793,106.894,4,0.818
8492,Yo Darlin',NSG,https://open.spotify.com/track/7Lh7cJzYuo4U5Uq687rLSm,7Lh7cJzYuo4U5Uq687rLSm,0.303,0.674,252860,0.688,0.0,11,0.14,-5.029,0,0.246,99.541,4,0.606
8493,YRF (feat. Fredo & Not3s),GRM Daily,https://open.spotify.com/track/5BhRfzO3MokDQVJUKurRTV,5BhRfzO3MokDQVJUKurRTV,0.211,0.801,244669,0.695,7.82e-05,10,0.11,-5.834,0,0.242,103.955,4,0.35
8494,Jumanji,B Young,https://open.spotify.com/track/4PzsYXrHh4r2BxtpNjtvoF,4PzsYXrHh4r2BxtpNjtvoF,0.279,0.791,173154,0.473,0.0,10,0.0959,-9.86,0,0.25,95.948,4,0.603
